input_text,label
"A commercial garage for buses is shown on a cloudy day. There are three buses in the parking lot, two of which are near the garage doors as if they were entering the garage. There are four garage bays that are empty with their doors open. There is a small cart in front of the door farthest right. On top of the building there is a blue sign with white writing. <SEP> A large bus station with a sign that says Bus Stand Mukenian above the entrance. <SEP> 10",0
A large black bear is standing on a field. There is grass and dirt behind the bear. The bear has brown eyes and brown fur around its mouth.  <SEP> A large brown bear is standing on top of a rock wall. The bear has a black nose and black eyes. There is a small brown building behind the bear.  <SEP> 10,1
A large black bear is standing on a field. There is grass and dirt behind the bear. The bear has brown eyes and brown fur around its mouth.  <SEP> A close up of a black bear's face is in the foreground. The bear's fur is black and the background is green. <SEP> 10,0
A woman is wearing a pink shirt. She is standing in the water. There is a wave behind the woman. She is holding a white surfboard.  <SEP> A man is surfing on a wave. He is wearing a black wet suit. The man has a white surfboard in his hand. There are waves in the water behind the man.  <SEP> 10,1
A woman is wearing a pink shirt. She is standing in the water. There is a wave behind the woman. She is holding a white surfboard.  <SEP> A woman in a pink and blue Ford shirt is carrying a surfboard out of the water. <SEP> 10,0
A young woman is walking between rows of buses.  The woman is wearing a red hoodie and black pants.  She is looking away from the camera.  The woman has dark hair.  The buses seem to be stopped at a red traffic light. <SEP> This is an image of a building. The building is made of brick. There is a clock on the top of the building that is black and white. It has a white face and black numbers on it.  <SEP> 10,1
A young woman is walking between rows of buses.  The woman is wearing a red hoodie and black pants.  She is looking away from the camera.  The woman has dark hair.  The buses seem to be stopped at a red traffic light. <SEP> A girl in a red sweatshirt walking down a school bus lane. <SEP> 10,0
"A cake shaped like a high school track is half eaten and below it is written in blue frosting is ""Thank You Coaches"". On the table near the cake is a tray of cookies, cupcakes, a cobbler, and a dessert bar. beneath the cake there is a beige table runner with plums on it.  <SEP> The image is of a clock. The clock is black and white. There is a white face on the face of the clock and the numbers are in the middle of it.  <SEP> 10",1
"A cake shaped like a high school track is half eaten and below it is written in blue frosting is ""Thank You Coaches"". On the table near the cake is a tray of cookies, cupcakes, a cobbler, and a dessert bar. beneath the cake there is a beige table runner with plums on it.  <SEP> A cake that is shaped like a hockey stick and has the year 2013 on it. <SEP> 10",0
There are many people at a market. The middle aisle has fruit. There are green watermelons. There are also yellow bananas. The man on the left is wearing a striped shirt and blue jeans.  <SEP> A man is standing in front of a counter. The counter is made of metal. There is a silver chain link fence behind the man.  <SEP> 10,1
There are many people at a market. The middle aisle has fruit. There are green watermelons. There are also yellow bananas. The man on the left is wearing a striped shirt and blue jeans.  <SEP> A produce market with a man in a white apron standing in the center. There are several people in the background. There are many fruits and vegetables on display. <SEP> 10,0
There are several people sitting around a table. There is a lady standing in front of the table. There is a white sign behind the table. There is a picture in a frame on the wall next to the sign. <SEP> A man is sitting at a table. He is wearing a white shirt and blue jeans. There is a silver laptop on the table behind him.  <SEP> 10,1
There are several people sitting around a table. There is a lady standing in front of the table. There is a white sign behind the table. There is a picture in a frame on the wall next to the sign. <SEP> A group of people are sitting at a table having breakfast. <SEP> 10,0
"A brick building has a window with white metal bars over it. There are two cameras on the building, one on one wall and another behind the corner. Under the camera there is a street sign that says Playhouse Yard. There is another building to the right of the brick building. <SEP> There is a red and white sign on the side of the building. The sign is on a white pole. There is an orange and black sign above the sign.  <SEP> 10",1
